0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0.21586564200583272,0.3815124174635903,0.4749015009573837,0.5360492122965215,0.5799415725311506,0.6133855501859362,0.6399508063955546,0.6617078058709001,0.6799493621557126,0.6955293536213469,0.709037222093951,0.7208946334115205,0.731412225118676,0.7408245468669488,0.7493124458301529,0.7570178995881252,0.7640541328064514,0.7705126925257106,0.7764685063582372,0.7819835695545547,0.7871096794699362,0.7918904951930533,0.7963631106761022,0.8005592715620966
0.10281069872026785,0.24868140040501274,0.34625601955191454,0.4146781874578871,0.4656505108833651,0.5054065893022301,0.5374967996366135,0.5640887364847184,0.5865842804883147,0.605933439969939,0.6228050186999835,0.6376849343950008,0.6509356882019339,0.6628338528005248,0.673594552286169,0.6833879407565553,0.6923505916646073,0.7005935540052277,0.7082081684814414,0.7152703435076062,0.7218437504480416,0.7279822464642463,0.7337317361729445,0.7391316194208158
0.04285112007654233,0.15214293083791652,0.24231273167227863,0.3112612417341146,0.36510615687166026,0.4083689211600205,0.4440108556856356,0.4739903882754613,0.4996422576523562,0.5219052641890858,0.5414590070858603,0.5588080840709165,0.5743355409977781,0.5883378274996856,0.6010482955229112,0.6126533941111298,0.6233040830287903,0.6331240398986819,0.6422156691809423,0.6506645739566755,0.6585429331528818,0.6659120864870838,0.672824537280849,0.6793255216523519
0.015565850833406327,0.08718303164660146,0.16254138983015493,0.22648252434830915,0.279349228121574,0.32338400734026757,0.3605734144697076,0.392427107555006,0.42006239908178794,0.44430985098491216,0.46579521044205086,0.48499739137580916,0.5022887180635873,0.5179629531926114,0.5322550470751434,0.5453552569167311,0.5574193953717049,0.5685763808841575,0.5789338793983688,0.5885825761969946,0.5975994506928266,0.6060503158429783,0.6139918083769011,0.621472964073346
0.00535950227195489,0.04895259978759447,0.10790412819496949,0.16383269832960723,0.21301868530025203,0.2556197499123378,0.2925807311013576,0.3248686801791534,0.35330512154773036,0.37855304790603966,0.40114041397361544,0.4214878659342486,0.43993260964163444,0.45674722261449796,0.4721540399613706,0.48633606208925817,0.4994452330434865,0.5116087573318323,0.5229339562502874,0.5335120328555375,0.5434210162526576,0.5527280839914056,0.5614914093132137,0.5697616423071399
0.0016313296984684727,0.025909844136558148,0.06894264330174663,0.1152280419204505,0.15888458575492964,0.1984142380457174,0.23377879418404784,0.2653734941706777,0.29368039491740683,0.3191552656271929,0.3421961270472005,0.36314022307178284,0.3822701729820738,0.399822271734581,0.4159944615076139,0.43095322400078895,0.4448392868200447,0.45777225890268114,0.46985436752580123,0.48117346609509787,0.4918054589303207,0.5018162627891771,0.5112634007197849,0.5201973036374161
0.0004382665342890081,0.012914567545172699,0.0423661324336311,0.07875604354899954,0.11586751601942967,0.1511845273899901,0.1838858560263239,0.21384636674192814,0.24121048070600942,0.2662133556442537,0.2891065485064912,0.3101283196829259,0.32949323776950223,0.34739008145647476,0.3639831604285829,0.379414873069309,0.3938085350296927,0.4072710703318795,0.41989541325830765,0.4317625855632737,0.442943463732943,0.45350027009798805,0.46348782630911944,0.4729546060812763
0.0001164764484217286,0.006434362507610834,0.02609624080710962,0.0540154030689531,0.0848334701661931,0.11568302441361178,0.14526601050868643,0.1730742546844049,0.19897568187332038,0.2230111192883063,0.24529572041576553,0.2659712386659692,0.2851831930201496,0.30307036171394525,0.3197604222194831,0.33536864075244843,0.3499980372598638,0.36374021942042867,0.37667647321635994,0.38887890270186953,0.4004115191500136,0.4113312361602179,0.42168875653812105,0.43152935145156185
3.143339541247982e-05,0.003244588780444103,0.016243041612191034,0.03739615483241001,0.06264933199692968,0.08923136186714394,0.11562621646690653,0.1410800325341802,0.1652563188136589,0.18803951250805154,0.20942829280235092,0.22947817868674497,0.2482706602305405,0.26589665638091065,0.282447777481197,0.29801187455022116,0.31267095188342175,0.32650037735297377,0.3395687936615426,0.3519383941211278,0.3636653730773083,0.3748004445397163,0.3853893704691898,0.3954734677622749
7.741013017654569e-06,0.0015650660458986388,0.009821821037202074,0.025344422294234153,0.04549599267033312,0.06788371322415242,0.09096255560807645,0.11383914942526516,0.1360293841474545,0.15729099709810113,0.17752127953930152,0.19669674857449368,0.2148378777095074,0.23198849019574344,0.2482037235828632,0.26354303353717956,0.27806618173639147,0.29183100119802785,0.30489222314882536,0.3173009364254616,0.3291044201396447,0.3403461919783793,0.3510661760390018,0.36130093170052235
1.738850549080822e-06,0.0007219141342465578,0.005768263534078577,0.016811168301863532,0.032483718917349774,0.0509275616190521,0.07071803497822063,0.09092101710508868,0.11096414100811622,0.1305129671696934,0.14938314176029913,0.16748326781124007,0.18477883428551736,0.20126964623099927,0.21697572300292978,0.2319284836902396,0.24616524242917337,0.2597257867082504,0.27265027386381274,0.2849779655120941,0.2967464958876969,0.3079914801072264,0.3187463377393419,0.329042251188841
4.1293610949328876e-07,0.0003435839792684288,0.0034660514210676013,0.011359273133190784,0.023562079444936067,0.03874183846329157,0.05567196918097974,0.07345328613957747,0.09148192105683224,0.1093706842812106,0.12688030247916263,0.14386948511830674,0.1602609157847413,0.17601865365673652,0.1911332478646659,0.20561195266761637,0.21947229385401856,0.23273783772535084,0.24543541274023617,0.2575932935583011,0.2692400254832237,0.2804036765217742,0.291111375529629,0.3013890417146279
9.083353013815636e-08,0.00015752449642990188,0.002032399088374756,0.007538182879394287,0.016849089568755027,0.029128191050979985,0.043393194429869116,0.05883175066109034,0.07484889518075206,0.09103289847765973,0.10710843893645502,0.12289671707575472,0.13828565321151454,0.15320873555587777,0.16763033263693328,0.1815355842419665,0.1949234631162733,0.20780201388438335,0.2201850844669413,0.23209008235718734,0.24353643693484894,0.25454454999318477,0.26513508504878536,0.27532849240887525
1.850362459280654e-08,6.955980853738445e-05,0.0011628095746873395,0.004912444427571565,0.01187716438886489,0.02164296557926936,0.03348525534481107,0.04671299134918265,0.06077257170733467,0.07525285120724728,0.08986053841634116,0.10439192165744693,0.1187087989363587,0.13271996227312008,0.14636756542291482,0.15961728848732942,0.17245130643609047,0.18486328006992359,0.1968547907027691,0.2084328017533839,0.21960785079717368,0.23039276221268665,0.24080173189942955,0.25084967873434816
3.4900419329825252e-09,2.958002229366453e-05,0.0006490538821474797,0.0031433949038271033,0.008252477959368159,0.015891197111858373,0.02558014672695405,0.03676736756695345,0.04896413605518495,0.06178072657340648,0.07492216811662636,0.08817190986709536,0.10137434751360067,0.11441979132128119,0.12723257460016818,0.13976200701259178,0.15197562435108738,0.16385419971135254,0.1753880723506117,0.1865744503338156,0.19741542895819236,0.20791653448958217,0.2180856536636409,0.22793224698637082
6.093872248547092e-10,1.211183071034601e-05,0.00035340865611541497,0.001974829928183467,0.005651398858133864,0.011529276930689423,0.019343824129610557,0.028685446916621234,0.03914483332304253,0.05036955404553484,0.062076740964350605,0.07404795289119483,0.08611852401836292,0.09816650089963039,0.11010297721950665,0.12186424304261798,0.13340563381125745,0.1446968016861304,0.15571811665495586,0.16645794134483624,0.17691057206729366,0.18707468428604881,0.19695215882098455,0.20654719523558202
1.1858862268555868e-10,5.2493978858400525e-06,0.00020018166588621196,0.001279385709719118,0.0039696924079146035,0.00854905177588842,0.014911653086694164,0.022769347799815255,0.03178987883333528,0.041663713538746525,0.05212823524772686,0.06297137403715544,0.07402682287158384,0.0851666719182325,0.09629398932547971,0.10733629428252915,0.11824015953992076,0.1289668897896656,0.13948912254877427,0.1497881810450047,0.15985202379829866,0.16967366065101364,0.1792499304717205,0.18858055814276825
2.6260836219369584e-11,2.432863128072983e-06,0.00011874580203585806,0.0008589243168451382,0.002871296144820487,0.006499766560197401,0.011749951340398824,0.01843126304050323,0.026280021064881816,0.03502922503233039,0.04443980616625495,0.0543106596090536,0.0644785803884718,0.07481409136186369,0.08521608921052927,0.0956066138738132,0.10592624418334674,0.11613024729788672,0.12618544764748876,0.13606772160793457,0.14576001149519852,0.15525075957104378,0.16453267673735988,0.17360177567071394
4.539109178901928e-12,9.94734357323051e-07,6.473405404031199e-05,0.0005408873773709893,0.001972108565241195,0.004731182624851293,0.008916320563782205,0.014431537664601302,0.021086606309925007,0.028664372246578515,0.03695647126358481,0.0457788017317348,0.05497599128477744,0.06442053894057388,0.07400973985058722,0.08366196678573865,0.09331304449043248,0.1029130188050553,0.11242340822991427,0.12181492674680733,0.13106562643954606,0.14015939679109513,0.14908475900597193,0.1578339005101808
