AU_1,AU_10,AU_11,AU_12,AU_13,AU_14,AU_15,AU_16,AU_17,AU_18,AU_19,AU_2,AU_20,AU_21,AU_22,AU_23,AU_24,AU_25,AU_26,AU_27,AU_28,AU_3,AU_30,AU_31,AU_32,AU_33,AU_34,AU_35,AU_36,AU_37,AU_38,AU_39,AU_4,AU_40,AU_41,AU_42,AU_43,AU_44,AU_45,AU_46,AU_47,AU_49,AU_5,AU_50,AU_51,AU_52,AU_53,AU_56,AU_58,AU_59,AU_6,AU_60,AU_61,AU_62,AU_7,AU_8,AU_9
-0.11857561311579552,0.023164502721105918,0.010704843174914035,0.022780108871587997,0.028775640931729206,0.5338818638555116,0.11834329405553745,0.10859649694801633,0.6803517346680692,-0.387568774712471,-0.08214261791555762,-0.4248413620522145,0.02192450965979244,0.4353678317458691,0.47943991932018065,-0.0012093167382860096,-0.06754122609567959,0.34862792303247603,-0.01058099112515825,-0.04679527695534806,0.09607516422387108,-0.021877358510276442,-0.3936508549396763,0.1091021567395761,-0.022255273127415515,0.2193196705319779,-0.09855960023249928,0.09075459812270623,-0.24114647395685726,-0.007170921171958533,-0.023095168570890685,-0.025186790890550346,0.010024568364433148,0.2679176531760886,0.08942418672333641,0.03659908587666271,0.0030925278731530003,0.193315894879235,0.1524001674038661,0.22678765255533645,-0.006632867665979757,0.012707172508335347,-0.15882564373796756,-0.34791617724800145,0.027834468197707754,0.32458044291405386,0.12551701738653842,0.3017610944815079,0.226828149577362,0.07155854790540973,-0.02499668423273149,0.45875357965191527,0.32981876057633625,-0.05082234374572653,0.025781950572154086,-0.062287172029244234,0.025781950572154086
-0.14790499342767996,0.14137069860467724,0.09691285855918673,0.03843876444040785,0.2749585914632386,0.6367723660489709,0.1655160924139297,0.1371934402206484,0.8694198580446161,-0.6865588865146097,-0.09403454085661206,-0.585025592389239,0.035562524766908944,0.5030410325332918,0.7508060554754703,-0.005163491164804533,-0.0641165090943135,0.6521463018754385,0.04878487617415775,-0.07049249759246899,0.14400491471468876,-0.009698459143654284,-0.6094788633086358,0.1477238400932219,-0.03115225531996476,0.3091245744100312,-0.18416393793633973,0.13584053384382858,-0.3476901820931921,0.0022477280894177823,-0.06545669899428837,-0.04014169605822691,0.0817936943086674,0.4259834409167891,0.11740752847978828,0.09048293314010135,0.02088078779205615,0.2644181902545069,0.5030763529830089,0.29051133967361636,0.0033892663971806986,0.07749652043717557,-0.1808015368147059,-0.3837641199325808,0.04678286365342578,0.4847482475303221,0.16500069397648498,0.5957552811855904,0.2697384669444618,0.05236275968243397,-0.0185693653786021,0.5872797036609307,0.4806120973406079,-0.07612028321448124,0.042212766815997116,-0.10762522008246339,0.042212766815997116
-0.07929489077702193,0.25611785556195066,0.18107129131680813,0.03587349803262961,0.5167930396818939,0.5086026382604945,0.1403747245175935,0.1192131687859501,0.6953284118500691,-0.6784763430760429,-0.06966954313809987,-0.5230675227663228,0.03677624363773042,0.35364644049847993,0.7005460862825911,-0.004790432527372357,-0.024621554292288378,0.6073067046898664,0.11224085503311249,-0.03914039281104677,0.10068777227306987,0.015475964632075682,-0.5658019472746418,0.13198534682871782,-0.026463092755013268,0.2507985164150212,-0.17377554006734017,0.12858323938989172,-0.30390249831591054,0.016103672258280917,-0.06563768561736902,-0.02662655610494752,0.1415155645588436,0.42821183911390254,0.10037256032602024,0.11389866597368953,0.04218726032726551,0.2265440240723117,0.6386514398958073,0.23645698779878993,0.017224691440275088,0.12308077413365004,-0.12604599855272072,-0.2508720400732762,0.05011108125935782,0.4321622418934403,0.15253728937309954,0.608585926080103,0.17619229913737403,-0.010801430939737164,-0.0018192234750564072,0.4969579472133622,0.40313683991650173,-0.07419251158852622,0.045218097472370614,-0.10263590790451017,0.045218097472370614
0.0016649653149081842,0.34032312268543624,0.21814407210368428,0.027193458383861273,0.6194858744405387,0.33967237047836046,0.0971335186782906,0.09130641889329841,0.44607638303638053,-0.5543391112649588,-0.04152443946456604,-0.40509852555197484,0.03347563985073192,0.17681205609693704,0.5507479992384164,-0.0008216757064168847,0.016621663912868172,0.43989117774846603,0.15775476782459705,0.007798574805803461,0.03454250318921953,0.03736835263556284,-0.44148811499687884,0.10450417178635237,-0.018294074226565628,0.1559721871192982,-0.12904788809065992,0.10560473402751329,-0.2206377145420022,0.027778287832429523,-0.04104634017976407,-0.004566374246948101,0.15785550711305274,0.37651332961055195,0.07324260532473573,0.11872390850786609,0.059712943211556985,0.16494566186574885,0.6161223936144151,0.16449957671758883,0.028651322434590818,0.13337123247171223,-0.06399016822781248,-0.10704538839649115,0.04730280399584758,0.3230640410598796,0.12815657566350533,0.49871691138125573,0.06135901536979964,-0.07165568309676515,0.013703395106139993,0.37117214596023446,0.26604889539291726,-0.06387351198211053,0.04301519562484107,-0.08255338324279471,0.04301519562484107
0.06818989355862556,0.3939644541378512,0.215195769456724,0.017578077501207084,0.6061924212717771,0.18384343613865745,0.05477988886132622,0.06426836859128703,0.21103936818924002,-0.4018529635351997,-0.017767295215085695,-0.2853546227922144,0.028789706519224814,0.02573920485265286,0.3870213855218622,0.0045633573873004,0.05061638225843342,0.25704490147709014,0.18479844352676486,0.052830063755877066,-0.029705270996874283,0.05278562061106307,-0.30582250370589326,0.07799337319201316,-0.01021962257060288,0.06495099428860313,-0.07804168964419109,0.08017502157803229,-0.13729623978462463,0.03612947612781087,-0.008572422425063736,0.01707256101221159,0.14256347711491252,0.3108023915067289,0.046927221508011284,0.11409523250529363,0.07195769426407021,0.1065744899706755,0.5202405369157522,0.1016300603196625,0.036687031499975244,0.12075484640145923,-0.012316217550678103,0.010518189522585769,0.04227785046221229,0.2109923026518341,0.10346515237789815,0.350584650029829,-0.03965651378272254,-0.1180838284073121,0.025658584663168997,0.25833488606778066,0.13052705338958728,-0.051914904530273295,0.038903259869662844,-0.06111267715955913,0.038903259869662844
0.11532381816057148,0.42213305764342585,0.18768558058827678,0.008950389188836573,0.5250630939771174,0.055235507316801734,0.01929341427275823,0.041180751103488705,0.0158361582090984,-0.25637506544451494,0.0002265061797744891,-0.180938879649246,0.023949832920104296,-0.08852539291317228,0.23973734501097022,0.009971053928782059,0.075730663251964,0.09767694780584783,0.1970169755322718,0.08980055297185222,-0.08357043530268272,0.06207507677638806,-0.18382583972995858,0.05571939905175823,-0.003392361654122933,-0.009729906970785667,-0.03145917436829341,0.05693071120185647,-0.06648904196817938,0.041366627586483934,0.023010009255774004,0.03506662124649146,0.1109865924108606,0.24630345760094,0.024656738401211954,0.10492357964697444,0.07923813218804324,0.058671152861566364,0.40040271959134555,0.0528979849158738,0.04160801799082138,0.09723808172708896,0.02607576459270962,0.09688804633403897,0.03665880810896211,0.1129543977112361,0.08168090985406434,0.20255364748843563,-0.11806391931833085,-0.14902975118953196,0.033988320953952565,0.1681789098365887,0.01628760411255968,-0.040677028595170264,0.034236300623585625,-0.04250136201710071,0.034236300623585625
0.14481985404925196,0.4301422031663874,0.1481307705265521,0.0019144253766798498,0.4137257894122704,-0.044639925378897355,-0.008114559094284192,0.022595479559995114,-0.13528051544134737,-0.13107784666188266,0.012967561239574207,-0.09600411488100835,0.019436554736839726,-0.16802106524910834,0.11807853574108029,0.014678803469895316,0.09254009084571681,-0.027623017703373335,0.19821555229607093,0.11718348564911221,-0.12468776495385923,0.06638645583107149,-0.08323767059211391,0.0380013378448924,0.0019275086455704685,-0.06581699618299995,0.007083490549236788,0.03729537878465216,-0.010985459459539208,0.0439911266144539,0.04979169795013945,0.04855781561649217,0.07393120135164337,0.18857508494452363,0.007054966396960462,0.09378005300520752,0.08232248972672614,0.021978743973392122,0.28160852913908646,0.01725218769464452,0.04394785766115199,0.07048801699783128,0.052434803283304104,0.15547445793277764,0.03113118550488342,0.033276092742122274,0.063375707813847,0.07115128945492938,-0.17374172502864868,-0.16658217338183914,0.039179934993737044,0.09961587671630004,-0.07219438661272165,-0.030892770994384647,0.029589235784912554,-0.02755303093878978,0.029589235784912554
0.159987954849875,0.4224869415713335,0.10492782187271883,-0.0034582567029798244,0.296083989844781,-0.11829075708985273,-0.027954094412514608,0.008212341564506806,-0.24529425518468573,-0.029644101445559932,0.02138588112711762,-0.03003195316959432,0.015415883200108685,-0.2182868615951331,0.022944076794032927,0.018364112920016665,0.1022162847064845,-0.11917630499933526,0.191493011207135,0.1352716219488943,-0.15316950768098786,0.06688162340919525,-0.004900225721378667,0.024302299168785263,0.005809648864005491,-0.10472992710494489,0.03686879655086586,0.021450873018637337,0.030011513437618438,0.04450947619517864,0.07035826289700921,0.05763326949731474,0.0378057446095987,0.13921104877243545,-0.006159001429490631,0.08201431679178348,0.08200881732880247,-0.004767487976523891,0.17539175468851168,-0.0076975287507083335,0.04423061185411811,0.044754536638978985,0.06893154084224803,0.19131149223641797,0.025974015073934913,-0.028260806268788047,0.04829444869689107,-0.03742213006867051,-0.209304976080403,-0.17337476884416708,0.041791476898850724,0.049012706935322614,-0.13604695767876807,-0.02267483784506736,0.025202156438888432,-0.016017901815877988,0.025202156438888432
0.16405010646955698,0.4027507930826094,0.06324453826385146,-0.007301640698208365,0.18575327852320808,-0.16927152122702874,-0.041269949963905456,-0.0025212345324644525,-0.31933291362126115,0.048299290041322884,0.026387082787779646,0.019072406908026775,0.011918502156770747,-0.24513355493470215,-0.04788456070148334,0.020924902916963938,0.10598855276321736,-0.18103012575570393,0.17918807591842772,0.1450151353434392,-0.1701182941265809,0.06453195968788283,0.05299568923680748,0.01391809051085122,0.008433226946746966,-0.1289809818355973,0.05834836305351855,0.009110408751180833,0.05842971089455926,0.0433600237117917,0.08451730771646644,0.06273209984311971,0.006001382602678642,0.09815941580615971,-0.01554641504094043,0.070331005629928,0.07900232152484997,-0.02327295461119312,0.08623887766623413,-0.024289126712762794,0.0429044185586671,0.02214155988212933,0.07766758989003524,0.20913780175461585,0.02128284373632769,-0.07342538695258094,0.03596901613563414,-0.12186874630496654,-0.227982528898933,-0.17179893693840248,0.042323610378576806,0.012653217799250452,-0.17826454771848108,-0.015908088415494286,0.021163863917283324,-0.007362870714338237,0.021163863917283324
0.1597013918141466,0.37373583102774455,0.026038888228608635,-0.009815864813693582,0.08968947378067618,-0.2011257760587286,-0.04917750909827964,-0.010187075781273053,-0.3627729320276293,0.10476513851694766,0.028735490061053113,0.05376830161601891,0.008918009313214322,-0.2536485428473364,-0.0975950264269702,0.02237559087503276,0.104967665543027,-0.2180670184361261,0.16301565513929844,0.1475355915681065,-0.17696934430185113,0.060097312368081086,0.0931080282243288,0.006194737564908337,0.009998607171273056,-0.14117524120719976,0.07240181255962148,-0.00016299881730868655,0.07637671475661992,0.04090276141603418,0.09264540507053262,0.06439349437713104,-0.019945572501409985,0.06472022119869343,-0.021710556956072675,0.05908763979526415,0.07389051522065043,-0.035154091291236124,0.015064184627989982,-0.034465739528685764,0.04033401088203932,0.0035128608506235373,0.08041257204900734,0.21292747539809145,0.017069598038894525,-0.10438244173305239,0.02592580874201477,-0.18316788012799715,-0.23285471115868553,-0.1638233321736016,0.04119398250926671,-0.01261574742431293,-0.20221939170891656,-0.010407467052584059,0.017493288645062836,-0.0010434249582287028,0.017493288645062836
