AU_1,AU_10,AU_11,AU_12,AU_13,AU_14,AU_15,AU_16,AU_17,AU_18,AU_19,AU_2,AU_20,AU_21,AU_22,AU_23,AU_24,AU_25,AU_26,AU_27,AU_28,AU_3,AU_30,AU_31,AU_32,AU_33,AU_34,AU_35,AU_36,AU_37,AU_38,AU_39,AU_4,AU_40,AU_41,AU_42,AU_43,AU_44,AU_45,AU_46,AU_47,AU_49,AU_5,AU_50,AU_51,AU_52,AU_53,AU_56,AU_58,AU_59,AU_6,AU_60,AU_61,AU_62,AU_7,AU_8,AU_9
0.14907086594719576,0.3376223169507024,-0.005163052790971172,-0.011208117017332563,0.01082224216426731,-0.2170332743715554,-0.052692740641579666,-0.015316436001508872,-0.38055863825192576,0.1423055085053607,0.029042781335850056,0.07640952991663598,0.006366330903584146,-0.24799589949614043,-0.12945016780226354,0.02278878144637546,0.1001004821398199,-0.2349064019920825,0.14421962472079294,0.14392597708663946,-0.17519132826787925,0.05415583489845907,0.11817927394427662,0.0005839906112342658,0.010693239267442062,-0.14365334473202024,0.08001316063219595,-0.006824153852149092,0.08578912890410954,0.03742724453930766,0.0953555176859088,0.06315051319221199,-0.03957319630937099,0.03798712162665457,-0.025208504467661236,0.04845229720892926,0.06715022469563775,-0.04178724407306479,-0.038944763076366226,-0.03975335712341948,0.03681010876155484,-0.010948062239706954,0.07857968240490723,0.20587059834010926,0.013309271368023257,-0.12324593437613256,0.01774924119567521,-0.22327825873993176,-0.2266093718029797,-0.15100692879696728,0.03874179672965503,-0.029305266068285915,-0.21108464198499965,-0.005981158722975993,0.01417751853395438,0.0034142868850632105,0.01417751853395438
0.13379972747341692,0.2961082277063293,-0.029733318491046424,-0.011669024716655114,-0.05023799588983258,-0.21972570690522691,-0.052683044213702145,-0.018366999693215286,-0.3770015625885537,0.16351178067362845,0.027787725984908605,0.08908081465568371,0.004209900262245219,-0.23148435727871214,-0.14643777690818632,0.022262852218157003,0.09217246934899477,-0.23554975692187166,0.12369921628614468,0.13517502665221556,-0.16615451930667338,0.04714230381891718,0.13073104658739507,-0.0033555509614111296,0.010680408403615161,-0.13839624034032944,0.082131772693651,-0.011293249247402107,0.08832779961492074,0.03316443615760192,0.09332913975217132,0.0594882238360304,-0.0530096950961098,0.01704197662464988,-0.026523786254402857,0.03848911929617632,0.05916359201955172,-0.044293525922313094,-0.07735601108127117,-0.041324481687388816,0.03256231555615295,-0.02141033890591842,0.07327224818296854,0.19048116244928093,0.00996226459439685,-0.13191964886077456,0.011093793157104135,-0.24449139142008794,-0.21149955990722918,-0.13456411423554301,0.035239906814041995,-0.03936669492671794,-0.2076400997017712,-0.002454167158922028,0.011190144514524271,0.006398654643943405,0.011190144514524271
0.11513994420110242,0.25052027006653876,-0.04759077071064877,-0.011364895247273398,-0.09414812191143403,-0.21150317175015323,-0.049866350306957026,-0.019722310214886855,-0.3557692139941477,0.17079789377211604,0.025341746508800986,0.09356242095027384,0.00239686448302313,-0.20670776302064073,-0.1511594756823548,0.020904136118541177,0.08182634851964421,-0.22332624813947458,0.10210431405995513,0.12214601248723576,-0.1510799811005222,0.039382218009127216,0.13296392322668893,-0.005973367170186663,0.010097536736696654,-0.1270326867124852,0.07961745724480136,-0.013938529912828764,0.08537133576993575,0.02829804043832819,0.08723392937473384,0.053830688454659756,-0.060684350382228476,0.0010358906441131886,-0.02606375091884687,0.02920563622747093,0.0502349841282379,-0.04356810393502047,-0.10198943011431837,-0.04007340143094439,0.027771277235019546,-0.02820954069297113,0.0653436085697153,0.16872565680339077,0.006985104353215023,-0.13205654408436776,0.00567865528148171,-0.24911323058492915,-0.1893763217435473,-0.11543462123504829,0.03090728678301779,-0.044303554174159564,-0.19423839519835465,0.0003247463728860189,0.008500227269244279,0.008220011666008898,0.008500227269244279
0.09404289840075679,0.20189927417938267,-0.0589746042822828,-0.010436901164650604,-0.12220272744550978,-0.1942843604780258,-0.044827596740383606,-0.01969935837894029,-0.3199437901356695,0.16631928205635627,0.021992255092455105,0.09134643393042857,0.0008800230079176979,-0.17568803536058497,-0.14582296199592493,0.018817368431524237,0.06958437866618028,-0.20095062221203397,0.07990478750892814,0.10557886975333909,-0.13102814284948075,0.031118983230400542,0.12674733342780586,-0.007544524778912045,0.009058227706169576,-0.1108823216952389,0.07322432018653141,-0.01507419799834026,0.07804543433501715,0.022974129039358353,0.07768603065522912,0.04654072282301049,-0.0631595621411239,-0.010782574563797526,-0.02416633892482375,0.02057935709490732,0.04060610855988348,-0.04031955372799933,-0.11466308549971571,-0.03668173902527596,0.0225789526448059,-0.031744456199218236,0.05545173665178905,0.14213891485196314,0.004335456943336225,-0.1250661777748015,0.0012776458423511639,-0.23931442426904373,-0.16174473056003572,-0.09434421205768921,0.025919842933052,-0.045272977186213495,-0.17283501072683893,0.0024829330494461153,0.006076635969180588,0.009123722500989419,0.006076635969180588
0.071231047882238,0.15106512442618963,-0.06430026521733234,-0.00900310470962129,-0.13596620243170782,-0.16966357998488021,-0.03803960585829598,-0.0185583635684757,-0.2721009626481696,0.15195647398521758,0.017961786645160082,0.08367121338762913,-0.00038226532008969267,-0.13999861349026105,-0.13227580426973343,0.01610083267346796,0.055869495670896635,-0.1706143026326328,0.05744026556003021,0.08610152462964056,-0.10690585522537563,0.02253463737081216,0.1136463329546942,-0.008285400081196225,0.007655509878946261,-0.09100644538220935,0.06360214825586241,-0.014964545117357392,0.06726177546977317,0.01730894695360313,0.06523569984369047,0.03792495228828947,-0.06103594836591149,-0.019063449000968045,-0.021109696356873688,0.012572841529428013,0.030468664435102565,-0.035107080749466536,-0.1170733856034069,-0.031670317844073696,0.017096902750497682,-0.0324216513649832,0.04410400332574043,0.11191930843509382,0.001974301127078193,-0.11213977571362499,-0.002291023964409879,-0.21706781626009192,-0.12982214237507805,-0.07185349576746068,0.02041923028911276,-0.043167675529226825,-0.14503967396182793,0.004126265066411042,0.0038900523968825387,0.00930315191929001,0.0038900523968825387
0.047253359394799556,0.09866604236186685,-0.06406897622638309,-0.007161431756073771,-0.13706366811251738,-0.1389642931556613,-0.029883180988048142,-0.016512329157390947,-0.2143883816685344,0.1293283272959666,0.013423002316585511,0.07155949122479788,-0.001426117706500061,-0.10086432937173331,-0.1120526332936471,0.01284417419245937,0.0410237131202557,-0.1340777522790343,0.034955761558030644,0.0642440004857994,-0.07948127228680595,0.013765350211509361,0.09496071245621676,-0.00836657535838267,0.005965196984153893,-0.06825567281342863,0.05130517307671402,-0.013830196329690743,0.05375596372098557,0.011395115952618606,0.050364862075637604,0.028240663218738613,-0.05490081687544266,-0.024361956516720244,-0.017121881950399445,0.0051422520719076395,0.019974606106189716,-0.028372011158150575,-0.11074621779388294,-0.025438656014551666,0.01141284171043362,-0.03062723359048249,0.03169225435369929,0.07900397818749796,-0.00013331419552796127,-0.0942798069492782,-0.0051736687742744356,-0.18413080877699575,-0.09459081446251733,-0.048395948039033965,0.01451986438888992,-0.0386792102555217,-0.11217079569835439,0.005342242115291894,0.0019137868738972805,0.008910757893627405,0.0019137868738972805
0.022527361396267973,0.045216098762794026,-0.05881187010374381,-0.004992748704056773,-0.12706707458553151,-0.10328579985063244,-0.020664628214247513,-0.013735497364514517,-0.1485962990069789,0.09981745843335203,0.008510224562146491,0.055854126459464394,-0.002282569096168604,-0.05923982038121056,-0.08642325775736846,0.00912771160139013,0.025323502850505008,-0.09275253287801738,0.01262722398442179,0.04045245749731733,-0.049401165814029584,0.00491293032989118,0.07176542329313249,-0.007923014369402572,0.004048939606552631,-0.043310921000083345,0.03680334270390543,-0.01185462674758222,0.03812080684304465,0.005306522839692408,0.03349050040549945,0.01770283817819102,-0.045302055277580126,-0.027149066934447363,-0.012389612459815827,-0.001757837083623752,0.009244340611939584,-0.020463184821536907,-0.09702500163816008,-0.01829457410121741,0.00559576418946092,-0.026713911343163293,0.018519749034777416,0.04412725095140674,-0.0020182032325996,-0.07232857772484431,-0.007488441892088518,-0.14205015779194038,-0.056842625877511155,-0.02430710742395767,0.008314443903677141,-0.0323459133863366,-0.0753055717256979,0.006203034640111266,0.00012399375846665624,0.008067036744746285,0.00012399375846665624
-0.0026292035309023135,-0.008876088979606137,-0.049056354867191836,-0.0025636903059892196,-0.10743763550022428,-0.06354254413705414,-0.010630344538509634,-0.010370493083247743,-0.07621821655057974,0.0645992401487795,0.00332823426258788,0.03724940792846119,-0.0029781569248429254,-0.01587023697053752,-0.056436598130031025,0.00502256699930018,0.008992383953508144,-0.047770112081740666,-0.009420053191169103,0.01510200266390775,-0.017208030936974376,-0.003946643023235419,0.04494773073993229,-0.007061952864258987,0.001956838456029285,-0.0167172355723427,0.020493804187705328,-0.009190182462854194,0.020834114981890514,-0.000897839214368243,0.014970609231548436,0.0064906768984574585,-0.03273669147420862,-0.02782286990338914,-0.007065740473703472,-0.008171802744896393,-0.0016267755260237326,-0.011656971926881032,-0.07707714007642565,-0.010476282797359833,-0.00030005702324861143,-0.02099649424063146,0.004821675547007364,0.007865670889461648,-0.0037072958842743558,-0.0469937895168683,-0.00933116734562945,-0.09217724386169554,-0.017215944284133245,0.0001531205047856251,0.001878289744601054,-0.024588939093784182,-0.03532331756155543,0.0067681837064665455,-0.0015004071831505143,0.006867546197439582,-0.0015004071831505143
-0.02797459746023497,-0.06328526903200636,-0.03530668788238364,7.088110329556293e-05,-0.0795011114915577,-0.020496639858908764,2.1320354754087965e-05,-0.006534218123824093,0.001498238742478395,0.02467023596245602,-0.0020410335901517606,0.01631751655360005,-0.0035355228473554997,0.028662029304232402,-0.022958769204208425,0.0005912198109244615,-0.007788886731418157,-3.7917222384413676e-05,-0.03109808739515752,-0.011492105972165866,0.016644211672555666,-0.012756881241903833,0.015239533517126076,-0.0058689750791197075,-0.00027038434014171447,0.011088878999756338,0.002711577652124722,-0.005963339423957486,0.0022813524568595133,-0.007170851131509152,-0.004889016996143458,-0.005246652221332851,-0.01764773063457014,-0.026719361151226348,-0.001275477810247079,-0.01414160104952613,-0.012563304295673598,-0.0021728868580874706,-0.051908845991405085,-0.0021688700824262805,-0.006231955927052904,-0.013751903088249116,-0.009219260912258454,-0.02932735487774314,-0.00522401913798944,-0.01887053456214122,-0.010779932743640534,-0.0356874625152304,0.023774466832735996,0.02478343331327567,-0.0047272414618596175,-0.015739370648740217,0.007058224172632358,0.007086887794610044,-0.002977942813327386,0.005388353834925367,-0.002977942813327386
-0.05332519320980789,-0.11775244461750695,-0.018033566567434774,0.0028657986321426244,-0.04444180626525649,0.025215446160793988,0.011130537502875428,-0.0023226536618639188,0.08350915334300844,-0.019125753931298492,-0.0075333868269025364,-0.00646952308736941,-0.003973974640581079,0.07390142457122997,0.01329480881952398,-0.004111744753353839,-0.024874111525960814,0.04971567712639574,-0.052346475799232246,-0.03906487911331222,0.0517763592943342,-0.02147605942164212,-0.016755329369660968,-0.004412686855924441,-0.002599610310765036,0.039757619068301976,-0.01626096412107222,-0.0022791628627038987,-0.0172261421404273,-0.013474889697596217,-0.025828046153454232,-0.017385075095982527,-0.0004254865093961639,-0.024122081548433046,0.0048785001385024595,-0.019706132515626744,-0.023505675048893875,0.00781428084528301,-0.022382994764071722,0.0064833491484636695,-0.012166442671551201,-0.005221449714807161,-0.02346098071627263,-0.06709487241540107,-0.00658871110607893,0.011540145416939287,-0.011898688923659561,0.026399585919820556,0.06571338930454566,0.04942810286188889,-0.011452063548151733,-0.006058659404357491,0.051252986089388,0.00719989407525303,-0.004324848137342278,0.003690245626592883,-0.004324848137342278
-0.07854196587369001,-0.17207153332195563,0.0023306229117681034,0.0057838651537505,-0.003306813436250142,0.07306108500485979,0.022568393806723448,0.002185251692358952,0.1689395952265819,-0.06607468612771655,-0.013098474369039072,-0.030721819944571637,-0.004309986313985209,0.11949158314106714,0.051732747745197864,-0.009038823503280669,-0.04214506385667025,0.10090551039084455,-0.07312525273022055,-0.06739350709125992,0.08787197836260147,-0.030073674957774604,-0.05053837988624636,-0.002748315691583824,-0.005003886304702388,0.06900851963743856,-0.036185887879012155,0.0017749727931600284,-0.03743659382096266,-0.019779949022544093,-0.04762534660024466,-0.02982143998934524,0.018588811993339484,-0.02027046209377817,0.011311900213601985,-0.024901031687201834,-0.03440698369500122,0.01816504462784267,0.010762768728177616,0.015367536028145163,-0.018077302331791424,0.004385876031755582,-0.037792983138779435,-0.10515577242884332,-0.007819021095428756,0.04381576361224911,-0.01274006981592649,0.0932007700689829,0.10826587210274721,0.07396697358706243,-0.018255226060263786,0.004245892843162201,0.09678218780847536,0.007141043122852388,-0.005555334393391814,0.0018219761612250998,-0.005555334393391814
-0.10352025151608814,-0.22607890009324869,0.025393069408029413,0.008794432604010683,0.04298451101752043,0.12259367560220373,0.03423083562746472,0.006924442566905444,0.2570550712708506,-0.11557237494528555,-0.018696790385896098,-0.05611689837832782,-0.004557631594199266,0.16515398548240087,0.09186574129333236,-0.014148792040554603,-0.059506198841776874,0.15306117402481428,-0.09340961549923756,-0.09629057693921907,0.12466724487975768,-0.038527781003296936,-0.08569780424923996,-0.0009204937787435393,-0.007461263884776176,0.09861667741039296,-0.05686269797209896,0.0061263091578249405,-0.058146182231991556,-0.026062151679855247,-0.0700933751246299,-0.04247002434392028,0.039098423792964056,-0.015366919372874894,0.0179554431086896,-0.029758695948199534,-0.04523045901669356,0.028767889929038972,0.04689902129710956,0.024395287957677633,-0.023944103194609934,0.014889809491829142,-0.0521294161435498,-0.14328881471324514,-0.00893027510977247,0.07759951803986304,-0.0133476058769144,0.16395172381385908,0.15116180304562613,0.09830775288793472,-0.025103214730101277,0.01500934084998534,0.14325453799307455,0.006938522762104546,-0.006681842865791343,-0.0001772156332444462,-0.006681842865791343
-0.12818194612454348,-0.2796450955103525,0.05079971253342282,0.011872238072410503,0.09362879594182348,0.17343808794462978,0.0460338461020336,0.011841223150409317,0.3472380770974075,-0.16710749711318887,-0.024297363055820975,-0.0823877068031005,-0.00472895395213854,0.2106714247762282,0.13328857509854378,-0.01940594870666947,-0.07688040243330657,0.20580441930229743,-0.11318600790875223,-0.12559840489161136,0.16194238104135245,-0.04682296843037133,-0.1218931273019541,0.0010345809284679176,-0.009953864277535078,0.1284018160618839,-0.0781224156013843,0.010714174641210557,-0.07918978885512659,-0.03230256442337084,-0.09307325556502817,-0.05525962538705786,0.06084623553698065,-0.009582825837606902,0.024752135497692226,-0.03430844307386473,-0.055947452147547275,0.039533552603661856,0.08548922992970967,0.033497275284592815,-0.029751022340188157,0.026135275832612326,-0.0664037430551113,-0.1813201918579244,-0.009935799669380036,0.11258962529303448,-0.013757467520407551,0.2379910362432826,0.19418355621139716,0.12238004181167894,-0.03196859194764539,0.026100059121011706,0.1903501951343502,0.006615883301319531,-0.0077152753843177605,-0.002275652292476785,-0.0077152753843177605
-0.1524695343774909,-0.33266829767608797,0.07823322872779347,0.014996452392005267,0.14792631030064607,0.22527874265939937,0.05790959991126396,0.0168912102953766,0.4389688101766566,-0.22024718689746245,-0.02987596259225392,-0.10931285206383494,-0.004834279659492559,0.25587514622416174,0.1756654104903549,-0.02477942361107448,-0.09420556917914027,0.2588312046596551,-0.13244919710438854,-0.15518430774410139,0.199514475470248,-0.05494883099610599,-0.15884267764406895,0.003087458234699353,-0.01246712492254512,0.15821959411399025,-0.0998225979464103,0.01548790838859602,-0.10043361295543114,-0.038486252696749414,-0.11643052146658753,-0.06813114374441318,0.08361003439530942,-0.0030635036967872685,0.031655060100354605,-0.038576731936502254,-0.06653583675297323,0.050390536552746536,0.12607626388850293,0.04261912980699339,-0.03548591772688926,0.037989100379644355,-0.08056461831129945,-0.21911380513793047,-0.010847203611048848,0.14853048315813275,-0.013999844252020456,0.31474635004958246,0.23715608720699025,0.14613069215181046,-0.03882890400710592,0.03741277448226801,0.23780777654901938,0.006192859417432295,-0.008665198710084202,-0.004447693176808049,-0.008665198710084202
