0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
1.3329581169119464,0.7644273684758218,0.5784646200396963,0.39271187160357,0.24696412316744798,0.02323162629519615,0.005359877859071105,0.012241129422942976,0.028103324134093555,-0.00411138166248648,0.00925791254093511,0.0028830646125364012,0.00551935881595611,0.000580653019376598,-0.007861052777197841,-0.007160900705599715,-0.026996606502176945,-0.03343731229875857,0.003988839772844699,-0.009485866023734246,-0.022348571820312912,-0.02139641974871509,-0.019655125545291696,0.018571168658130688,0.01317446286154933,0.003970614933148653,0.009073909136571245,0.0012942033399951924,-0.005801644588405708,0.006329649615018695,0.01940694381843855,0.028743095890039427,0.029521390093460553,0.02633268429687874,0.01909497850029851,0.012549130571901657,0.006703424775324152,-0.013060281021257225,-0.022474128949653505,-0.0065508347462319705,-0.014480540542813003,-0.016731388471210806,0.00693290573221006,0.0012841999356325573,-0.008753505860948252,-0.013010353789347562
