0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
0.7165805240367753,0.3281369890974233,0.16647345415806925,0.0520949192187139,-0.042583615720637624,-0.0977261506599909,-0.11692268559934504,-0.09962522053869804,-0.09346775547804853,-0.0824583177412066,-0.05833679803295411,-0.012583414943716065,0.042874104764536014,0.09151262447278796,0.07406300756202455,0.04443852727027675,0.03649591035951616,0.0035134300677697183,0.04406494977601838,0.025168332865259657,0.011143852573511026,-0.01982876433725167,-0.050402244628998005,-0.03634972492074695,-0.025835341831509595,-0.041355822123257724,-0.06082743903401777,-0.05713191932576578,0.0067514637634751296,0.007803983471724507,-0.01818049682002254,-0.03441311373078193,-0.00326359402253118,0.01489178906670574,0.005509308774957589,-0.003248171516791132,0.007855211572447729,0.014999731280699535,0.013229114369941897,0.017074634078191764,-0.0029468462135575635,0.017203536875683767,0.02836505658393662,0.0002034396731751542
