0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0.2488221078227173,0.16599483109042418,0.09071622223140058,0.05867143715460266,0.0418359760541408,0.031744352509799456,0.025142978747728417,0.02054906470346085,0.017201300590542923,0.01467303828639932,0.012708603238519522,0.011146442136257262,0.009879993340634385,0.008836424525615172,0.007964445025689715,0.0072270005894186085,0.0065967252729529635,0.006053015916530069,0.005580096141991175,0.005165702847212961,0.004800175164891618,0.004475810019054838,0.004186398150108572,0.003926884709375411,0.003693117367000065
0.24766977860605743,0.16601003976962192,0.09081579236366366,0.05875911792327948,0.04190746354093344,0.03180286928042497,0.025191653444286533,0.020590234532419815,0.017236649593527442,0.014703787445455196,0.012735652841565193,0.011170468704793546,0.009901514674660605,0.008855843728012847,0.00798208077938245,0.007243108359063499,0.006611512421394572,0.006066652669303285,0.005592723668874977,0.005177439307923248,0.004811120294057725,0.0044860486474509464,0.0041960029404619625,0.003935918304778019,0.0037016340947735316
0.24652119019512642,0.16602335486097386,0.09091463922875376,0.05884644657218674,0.04197875023737796,0.03186125919999472,0.025240242095223353,0.02063134287250623,0.017271952871972363,0.014734501518825827,0.012762674830618992,0.011194473080072154,0.009923017855884675,0.008875247858739832,0.007999703857303087,0.007259205347738162,0.006626290309664218,0.006080281398512577,0.005605344189407946,0.0051891696077177585,0.004822059971534731,0.004496282424142017,0.004205603390569079,0.0039449479989788205,0.0037101473006421193
0.24537633950354165,0.16603478093360396,0.09101276285661092,0.058933422837123994,0.04204983591179445,0.03191952209092741,0.025288744565785004,0.020672389620052245,0.017307210344643664,0.014765180441688397,0.012789669153086436,0.011218455218781953,0.009944502848168058,0.008894636887289753,0.008017314233431327,0.007275291533043182,0.006641058918320564,0.006093902087157543,0.005617957688624831,0.0052008937333422045,0.004832994185518413,0.004506511338561614,0.004215199490927968,0.003953973783396236,0.003718656976824719
0.2442352233959193,0.1660443225886089,0.09111016328662813,0.05902004645739256,0.04212072033410441,0.03197765777648498,0.025337160721707108,0.02071337467169687,0.01734242193050961,0.014795824149360204,0.01281663575647296,0.011242415077685863,0.009965969615427617,0.008914010783198534,0.008034911881780404,0.0072913668926065656,0.0066558182279436995,0.006107514718255658,0.005630564151575035,0.005212611671554401,0.004843922924214539,0.0045167353801526255,0.004224791232044112,0.0039629956494547924,0.003727163115545662
0.24309783868810864,0.16605198445883435,0.09120684056763723,0.059106317175794953,0.04219140327583193,0.03203566608077291,0.025385490429217006,0.020754297924385323,0.017377587548741635,0.014826432577298099,0.012843574588384477,0.011266352613619524,0.009987418121636504,0.008933369516045175,0.0080524967763973,0.007307431404082743,0.006670568219135364,0.006121119274842268,0.005643163563322506,0.005224323409124487,0.004854846175839755,0.004526954538365935,0.004234378604430433,0.00397201358858601,0.003735665709035274
0.24196418214742677,0.16605777120865095,0.09130279475789466,0.059192234738634386,0.04226188451010382,0.03209354682874255,0.0254337335550322,0.020795159275370456,0.017412707118713677,0.014857005661099487,0.012870485596526593,0.011290267783493513,0.01000884833082294,0.008952713055451755,0.008070068891362747,0.007323485045153122,0.006685308872519058,0.00613471573997082,0.0056557559089457365,0.005236028932834813,0.004865763928620592,0.004537168802662084,0.004243961598607404,0.003981027592227515,0.0037441647495292107
0.24083425049289375,0.16606168753372963,0.09139802592506757,0.05927779889571455,0.04233216381165095,0.03215129984618992,0.025481889966362803,0.020835958622212325,0.017447780560003734,0.014887543336501663,0.012897368728705949,0.011314160544291685,0.01003026020707165,0.008972041371082984,0.00808762820079123,0.0073395277935260905,0.006700040168740373,0.006148304096711743,0.00566834117353876,0.005247728229479831,0.004876676170794236,0.00454737816250983,0.004253540205103157,0.003990037651823597,0.0037526602292685673
0.2397080403954691,0.16606373816081677,0.09149253414621861,0.059363009400338784,0.04240224095680878,0.03220892495975791,0.025529959530911306,0.020876695862779293,0.01748280779239242,0.014918045539383362,0.012924223932829215,0.0113380308530725,0.010051653714522768,0.008991354432647203,0.008105174678831095,0.007355559626937236,0.00671476208846622,0.006161884328154121,0.005680919342209156,0.005259421285867205,0.004887582890607978,0.004557582607387034,0.004263114414453151,0.003999043758825094,0.0037611521405004344
0.238585548478289,0.166063927847508,0.0915863195077915,0.05944786600930957,0.04247211572351872,0.03226642199693608,0.02557794211687303,0.020917370895247922,0.01751778873586507,0.01494851220576332,0.012951051156904425,0.01136187866696825,0.010073028817372709,0.00901065220989583,0.00812270829966466,0.007371580523148791,0.006729474612385822,0.006175456417404468,0.005693490400080492,0.005271108088815812,0.004898484076319987,0.004567782126780218,0.0042726842172008395,0.0040080459046890615,0.0037696404754775648
