0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
1.045828002475961,0.455321581009521,0.03447833595211236,-0.07799174573369072,-0.10296082741948709,-0.031144909105289997,-0.006205045126847608,0.011599913939164708,0.0015828730051801188,-0.003722303768192603,-0.016690344702180226,-0.02910538563616427,-0.04515442657015001,-0.0648966033435201,-0.09685764427750954,0.10340109708114653,0.07864305614716116,0.06312087937378763,0.04370883843980522,0.03812679750581438,0.028716756571832036,0.02440557979845792,0.020755538864474232,0.01777349793048799,0.006312321157114553,-0.004567719776868984,-0.024115760710859746,-0.061756937484233276,-0.08507497841821632
